"","species","total_length","OOL","head_height","HC_fin","higher_group","swimbladder"
"645","Lutjanus rivulatus",78.2,14.43,23.64,FALSE,"Acanthopterygii","True"
"646","Lutjanus russellii",18.4,3.39,4.1,FALSE,"Acanthopterygii","True"
"647","Lutjanus russellii",27.4,4.86,6.13,FALSE,"Acanthopterygii","True"
"648","Lutjanus russellii",26.7,4.89,5.83,FALSE,"Acanthopterygii","True"
"649","Lutjanus russellii",35.47,6.68,8.71,FALSE,"Acanthopterygii","True"
"650","Lutjanus sanguineus",58.9,10.44,15.47,FALSE,"Acanthopterygii","True"
"651","Lutjanus sebae",24.3,4.691,6.321,FALSE,"Acanthopterygii","True"
"652","Lutjanus sebae",36.5,7.061,10.511,FALSE,"Acanthopterygii","True"
"653","Lutjanus vitta",19.2,3.329,4.061,FALSE,"Acanthopterygii","True"
"654","Lutjanus vitta",23.4,4.48,5.33,FALSE,"Acanthopterygii","True"
"655","Lutjanus vitta",27.4,5.043,6.453,FALSE,"Acanthopterygii","True"
"656","Paracaesio kusakarii",24,3.984,5.5,FALSE,"Acanthopterygii","True"
"657","Plectorhinchus chrysotaenia",17.5,2.936,4.187,FALSE,"Acanthopterygii","True"
"658","Plectorhinchus chrysotaenia",25.5,4.592,6.583,FALSE,"Acanthopterygii","True"
"659","Plectorhinchus chubbi",25.2,4.375,6.802,FALSE,"Acanthopterygii","True"
"660","Plectorhinchus chubbi",35.6,6.554,10.098,FALSE,"Acanthopterygii","True"
"661","Plectorhinchus gaterinus",16.5,2.959,4.074,FALSE,"Acanthopterygii","True"
"662","Plectorhinchus gaterinus",27.5,4.88,7.21,FALSE,"Acanthopterygii","True"
"663","Plectorhinchus gaterinus",27.3,4.457,6.412,FALSE,"Acanthopterygii","True"
"664","Plectorhinchus schotaf",25.78164,3.82272,6.63,FALSE,"Acanthopterygii","True"
"665","Plectorhinchus schotaf",40.58846,5.49998,10.529,FALSE,"Acanthopterygii","True"
"666","Pomadasys maculatus",21.48,4.24,5.5,FALSE,"Acanthopterygii","True"
"667","Pomadasys maculatus",22.2,4.56,5.48,FALSE,"Acanthopterygii","True"
"668","Pomadasys maculatus",15,2.6,3.31,FALSE,"Acanthopterygii","True"
"669","Pomadasys maculatus",21.9,4.048,5.256,FALSE,"Acanthopterygii","True"
"670","Symphorus nematophorus",57.95,7.5036,14.088,FALSE,"Acanthopterygii","True"
"671","Crenimugil crenilabis",32.662,4.964,5.058,FALSE,"Acanthopterygii","True"
"672","Crenimugil seheli",35.5,5.44,4.99,FALSE,"Acanthopterygii","True"
"673","Crenimugil seheli",30.2,4.81,4.28,FALSE,"Acanthopterygii","True"
"674","Mugil curema",28.3,4.742,5.036,FALSE,"Acanthopterygii","True"
"675","Mugil curema",28.5,4.135,4.211,FALSE,"Acanthopterygii","True"
"676","Mugil curema",27.3,3.804,4.377,FALSE,"Acanthopterygii","True"
"677","Brotula barbata",74.5,13.765,11.14,FALSE,"Acanthopterygii","True"
"678","Brotula multibarbata",36.7,7.2,4.83,FALSE,"Acanthopterygii","True"
"679","Abudefduf sexfasciatus",16.2,2.529,3.707,FALSE,"Acanthopterygii","True"
"680","Abudefduf sexfasciatus",17.5,2.889,4.078,FALSE,"Acanthopterygii","True"
"681","Abudefduf sexfasciatus",17.5,2.921,4.574,FALSE,"Acanthopterygii","True"
"682","Ambassis natalensis",6.8,1.119,1.267,FALSE,"Acanthopterygii","True"
"683","Ogilbyina queenslandiae",11.9,1.942,2.399,FALSE,"Acanthopterygii","True"
"684","Ogilbyina queenslandiae",12.4,1.919,2.478,FALSE,"Acanthopterygii","True"
"685","Ogilbyina salvati",7.6,1.24,1.35,FALSE,"Acanthopterygii","True"
"686","Parambassis lala",3.5,0.68,0.92,FALSE,"Acanthopterygii","True"
"687","Pseudochromis fuscus",5.7,1.08,1.165,FALSE,"Acanthopterygii","True"
"688","Pseudochromis fuscus",6.6,1.251,1.384,FALSE,"Acanthopterygii","True"
"689","Pseudochromis fuscus",6.4,1.256,1.369,FALSE,"Acanthopterygii","True"
"690","Champsodon nudivittis",8.44,1.42,1.31,FALSE,"Acanthopterygii","True"
"691","Epigonus denticulatus",12.9,2.82,2.696,FALSE,"Acanthopterygii","True"
"692","Epigonus denticulatus",25,4.21,3.19,FALSE,"Acanthopterygii","True"
"693","Epigonus denticulatus",15.5,3.3,2.974,FALSE,"Acanthopterygii","True"
"694","Epigonus telecopus",15.667,3.17,3.159,FALSE,"Acanthopterygii","True"
"695","Histiopterus typus",25.6,5.6,8.8,FALSE,"Acanthopterygii","True"
"696","Pempheris schwenkii",13.109,2.505,3.197,FALSE,"Acanthopterygii","True"
"697","Pempheris schwenkii",13.289,2.382,3.133,FALSE,"Acanthopterygii","True"
"698","Scombrops oculatus",62.8,12.485,12.88,FALSE,"Acanthopterygii","True"
"699","Scombrops oculatus",70.5,13.33,11.89,FALSE,"Acanthopterygii","True"
"700","Scombrops oculatus",91.5,17.7,16.45,FALSE,"Acanthopterygii","True"
"701","Verilus sordidus",29.424,5.695,6.397,FALSE,"Acanthopterygii","True"
"702","Verilus sordidus",27.334,5.73,6.471,FALSE,"Acanthopterygii","True"
"703","Aethaloperca rogaa",33.2,6.27,8.785,FALSE,"Acanthopterygii","True"
"704","Aethaloperca rogaa",36.5,7.315,10.621,FALSE,"Acanthopterygii","True"
"705","Anyperodon leucogrammicus",29.7,7.32,6.44,FALSE,"Acanthopterygii","True"
"706","Anyperodon leucogrammicus",37.8,9.313,7.562,FALSE,"Acanthopterygii","True"
"707","Aulacocephalus temminckii",26.5,5.486,7.57,FALSE,"Acanthopterygii","True"
"708","Caulolatilus chrysops",48.75,6.638,8.87,FALSE,"Acanthopterygii","True"
"709","Caulolatilus cyanops",63,9.087,11.42,FALSE,"Acanthopterygii","True"
"710","Caulolatilus cyanops",66.5,8.862,13.3,FALSE,"Acanthopterygii","True"
"711","Caulolatilus microps",54,8.095,11.595,FALSE,"Acanthopterygii","True"
"712","Cephalopholis aitha",10.9,2.687,2.658,FALSE,"Acanthopterygii","True"
"713","Cephalopholis aitha",17.8,4.192,4.233,FALSE,"Acanthopterygii","True"
"714","Cephalopholis argus",26.2,5.55,5.56,FALSE,"Acanthopterygii","True"
"715","Cephalopholis argus",28.4,5.83,6.08,FALSE,"Acanthopterygii","True"
"716","Cephalopholis aurantia",23.06,4.76,5.37,FALSE,"Acanthopterygii","True"
"717","Cephalopholis aurantia",24.7,5.27,5.53,FALSE,"Acanthopterygii","True"
"718","Cephalopholis aurantia",27.7,5.97,7.11,FALSE,"Acanthopterygii","True"
"719","Cephalopholis aurantia",28.7,5.85,7.2,FALSE,"Acanthopterygii","True"
"720","Cephalopholis boenak",14.5,3.08,3.24,FALSE,"Acanthopterygii","True"
"721","Cephalopholis boenak",16.5,3.3,3.93,FALSE,"Acanthopterygii","True"
"722","Cephalopholis boenak",16.9,3.56,4.07,FALSE,"Acanthopterygii","True"
"723","Cephalopholis boenak",20.9,4.23,4.93,FALSE,"Acanthopterygii","True"
"724","Cephalopholis cruentata",16.3488,4.0086,3.4977,FALSE,"Acanthopterygii","True"
"725","Cephalopholis cruentata",17.7441,4.34405,4.00445,FALSE,"Acanthopterygii","True"
"726","Cephalopholis cruentata",18.3015,4.5129,3.8955,FALSE,"Acanthopterygii","True"
"727","Cephalopholis cruentata",18.5952,4.5594,4.0975,FALSE,"Acanthopterygii","True"
"728","Cephalopholis cruentata",18.705,4.65,4.095,FALSE,"Acanthopterygii","True"
"729","Cephalopholis cruentata",19.1556,4.6359,4.2993,FALSE,"Acanthopterygii","True"
"730","Cephalopholis cruentata",19.54575,4.788,4.20525,FALSE,"Acanthopterygii","True"
"731","Cephalopholis cruentata",19.95015,4.79895,4.44585,FALSE,"Acanthopterygii","True"
"732","Cephalopholis cruentata",27.4026,6.54,6.4964,FALSE,"Acanthopterygii","True"
"733","Cephalopholis cruentata",31.8423,7.7871,7.9413,FALSE,"Acanthopterygii","True"
"734","Cephalopholis cyanostigma",20.7,4.41,4.69,FALSE,"Acanthopterygii","True"
"735","Cephalopholis cyanostigma",11.7,2.69,2.87,FALSE,"Acanthopterygii","True"
"736","Cephalopholis cyanostigma",12.7,2.8,2.88,FALSE,"Acanthopterygii","True"
"737","Cephalopholis cyanostigma",17.6,3.75,4.18,FALSE,"Acanthopterygii","True"
"738","Cephalopholis cyanostigma",25.4,5.12,5.96,FALSE,"Acanthopterygii","True"
"739","Cephalopholis formosa",13.3,2.949,3.352,FALSE,"Acanthopterygii","True"
"740","Cephalopholis formosa",17,4.092,4.278,FALSE,"Acanthopterygii","True"
"741","Cephalopholis fulva",13.9971,3.5964,3.0969,FALSE,"Acanthopterygii","True"
"742","Cephalopholis fulva",13.9971,3.5964,3.0969,FALSE,"Acanthopterygii","True"
"743","Cephalopholis fulva",20.808,5.049,4.403,FALSE,"Acanthopterygii","True"
"744","Cephalopholis fulva",20.808,5.049,4.403,FALSE,"Acanthopterygii","True"
"745","Cephalopholis fulva",23.8934,5.8479,5.404,FALSE,"Acanthopterygii","True"
"746","Cephalopholis fulva",23.8934,5.8479,5.404,FALSE,"Acanthopterygii","True"
"747","Cephalopholis fulva",25.3792,6.3448,5.6032,FALSE,"Acanthopterygii","True"
"748","Cephalopholis fulva",25.3792,6.3448,5.6032,FALSE,"Acanthopterygii","True"
"749","Cephalopholis fulva",25.3099,5.7475,5.0996,FALSE,"Acanthopterygii","True"
"750","Cephalopholis fulva",25.3099,5.7475,5.0996,FALSE,"Acanthopterygii","True"
"751","Cephalopholis fulva",27.4959,6.5562,5.9987,FALSE,"Acanthopterygii","True"
"752","Cephalopholis fulva",27.4959,6.5562,5.9987,FALSE,"Acanthopterygii","True"
"753","Cephalopholis fulva",27.4067,6.2886,5.7534,FALSE,"Acanthopterygii","True"
"754","Cephalopholis fulva",27.4067,6.2886,5.7534,FALSE,"Acanthopterygii","True"
"755","Cephalopholis fulva",27.694,6.4468,5.7431,FALSE,"Acanthopterygii","True"
"756","Cephalopholis fulva",27.694,6.4468,5.7431,FALSE,"Acanthopterygii","True"
"757","Cephalopholis fulva",27.8922,6.5952,6.2975,FALSE,"Acanthopterygii","True"
"758","Cephalopholis fulva",27.8922,6.5952,6.2975,FALSE,"Acanthopterygii","True"
"759","Cephalopholis hemistiktos",15,3.46,3.47,FALSE,"Acanthopterygii","True"
"760","Cephalopholis hemistiktos",32.1,6.68,7.95,FALSE,"Acanthopterygii","True"
"761","Cephalopholis leopardus",10.9,2.487,2.619,FALSE,"Acanthopterygii","True"
"762","Cephalopholis leopardus",11.4,2.53,2.75,FALSE,"Acanthopterygii","True"
"763","Cephalopholis leopardus",13.8,3.33,3.32,FALSE,"Acanthopterygii","True"
"764","Cephalopholis leopardus",14,3.281,3.397,FALSE,"Acanthopterygii","True"
"765","Cephalopholis microprion",11.7,2.52,2.83,FALSE,"Acanthopterygii","True"
"766","Cephalopholis microprion",15.2,3.36,3.63,FALSE,"Acanthopterygii","True"
"767","Cephalopholis microprion",18,3.91,4.37,FALSE,"Acanthopterygii","True"
"768","Cephalopholis miniata",13,3.01,3.13,FALSE,"Acanthopterygii","True"
"769","Cephalopholis miniata",20.3,4.25,4.57,FALSE,"Acanthopterygii","True"
"770","Cephalopholis miniata",24.3,5.42,5.27,FALSE,"Acanthopterygii","True"
"771","Cephalopholis miniata",26,5.47,6.16,FALSE,"Acanthopterygii","True"
"772","Cephalopholis miniata",31.8,5.89,7.5,FALSE,"Acanthopterygii","True"
"773","Cephalopholis panamensis",7.9002,1.9026,1.6002,FALSE,"Acanthopterygii","True"
"774","Cephalopholis panamensis",9.5025,2.4,1.8975,FALSE,"Acanthopterygii","True"
"775","Cephalopholis panamensis",10.6489,2.656,2.2493,FALSE,"Acanthopterygii","True"
"776","Cephalopholis panamensis",10.6512,2.6544,2.2512,FALSE,"Acanthopterygii","True"
"777","Cephalopholis panamensis",15.2028,3.7515,3.2472,FALSE,"Acanthopterygii","True"
"778","Cephalopholis panamensis",17.65575,4.503,3.9045,FALSE,"Acanthopterygii","True"
"779","Cephalopholis panamensis",18.696,4.6056,4.256,FALSE,"Acanthopterygii","True"
"780","Cephalopholis panamensis",19.065,4.65,4.247,FALSE,"Acanthopterygii","True"
"781","Cephalopholis panamensis",21.7002,5.2923,4.7967,FALSE,"Acanthopterygii","True"
"782","Cephalopholis panamensis",25.3344,6.448,5.7408,FALSE,"Acanthopterygii","True"
"783","Cephalopholis sexmaculata",24.8,5.499,5.615,FALSE,"Acanthopterygii","True"
"784","Cephalopholis sexmaculata",33,7.156,8.45,FALSE,"Acanthopterygii","True"
"785","Cephalopholis sexmaculata",32.2,6.207,7.606,FALSE,"Acanthopterygii","True"
"786","Cephalopholis sonnerati",25.7,5.2,6.82,FALSE,"Acanthopterygii","True"
"787","Cephalopholis sonnerati",27.3,5.51,7.42,FALSE,"Acanthopterygii","True"
"788","Cephalopholis sonnerati",29.2,5.45,7.1,FALSE,"Acanthopterygii","True"
"789","Cephalopholis sonnerati",34.8,5.92,8.8,FALSE,"Acanthopterygii","True"
"790","Cephalopholis sonnerati",40.6,7.4,11.02,FALSE,"Acanthopterygii","True"
"791","Cephalopholis urodeta",15.934,3.441,3.684,FALSE,"Acanthopterygii","True"
"792","Cephalopholis urodeta",18.8,3.755,4.09,FALSE,"Acanthopterygii","True"
"793","Dermatolepis inermis",59.2,11.416,14.75,FALSE,"Acanthopterygii","True"
"794","Emmelichthys karnellai",30.988,4.663,4.847,FALSE,"Acanthopterygii","True"
"795","Emmelichthys struhsakeri",19.168,2.733,2.92,FALSE,"Acanthopterygii","True"
"796","Epinephelus chlorostigma",36.5,6.698,7.92,FALSE,"Acanthopterygii","True"
"797","Epinephelus chlorostigma",41.1,8.697,8.246,FALSE,"Acanthopterygii","True"
"798","Epinephelus coioides",20.7,4.42,4.51,FALSE,"Acanthopterygii","True"
"799","Epinephelus coioides",24.9,5.66,4.746,FALSE,"Acanthopterygii","True"
"800","Epinephelus coioides",39.3,7.88,7.247,FALSE,"Acanthopterygii","True"
"801","Epinephelus coioides",40.3,8.768,7.902,FALSE,"Acanthopterygii","True"
"802","Epinephelus coioides",82.5,20.104,18.416,FALSE,"Acanthopterygii","True"
"803","Epinephelus coioides",56,12.8,12.22,FALSE,"Acanthopterygii","True"
"804","Epinephelus corallicola",18.8,3.78,3.66,FALSE,"Acanthopterygii","True"
"805","Epinephelus corallicola",25,5.54,4.85,FALSE,"Acanthopterygii","True"
"806","Epinephelus corallicola",25.2,5.28,5.29,FALSE,"Acanthopterygii","True"
"807","Epinephelus corallicola",29.8,6.35,6.36,FALSE,"Acanthopterygii","True"
"808","Epinephelus fasciatus",18.9,4.01,3.922,FALSE,"Acanthopterygii","True"
"809","Epinephelus fasciatus",19.2,4.217,3.841,FALSE,"Acanthopterygii","True"
"810","Epinephelus fasciatus",22.6,5.44,4.917,FALSE,"Acanthopterygii","True"
"811","Epinephelus fasciatus",25.9,5.229,5.737,FALSE,"Acanthopterygii","True"
"812","Epinephelus fasciatus",26.7,5.663,6.057,FALSE,"Acanthopterygii","True"
"813","Epinephelus fasciatus",33.057,7.192,7.243,FALSE,"Acanthopterygii","True"
"814","Epinephelus fuscoguttatus",65,12.78,14.09,FALSE,"Acanthopterygii","True"
"815","Epinephelus guttatus",21.7461,5.6052,4.4461,FALSE,"Acanthopterygii","True"
"816","Epinephelus guttatus",22.196,5.7459,4.4034,FALSE,"Acanthopterygii","True"
"817","Epinephelus guttatus",25.8543,7.0173,5.4441,FALSE,"Acanthopterygii","True"
"818","Epinephelus guttatus",27.5072,7.3024,5.6,FALSE,"Acanthopterygii","True"
"819","Epinephelus guttatus",28.3069,7.491,5.9474,FALSE,"Acanthopterygii","True"
"820","Epinephelus guttatus",28.2036,7.4556,5.6544,FALSE,"Acanthopterygii","True"
"821","Epinephelus guttatus",30.2088,7.749,5.8548,FALSE,"Acanthopterygii","True"
"822","Epinephelus guttatus",33.2384,8.4592,7.0448,FALSE,"Acanthopterygii","True"
"823","Epinephelus guttatus",36.1131,9.2538,7.5078,FALSE,"Acanthopterygii","True"
"824","Epinephelus guttatus",46.17,12.084,9.994,FALSE,"Acanthopterygii","True"
"825","Epinephelus hexagonatus",19.3,3.84,4.08,FALSE,"Acanthopterygii","True"
"826","Epinephelus hexagonatus",19.6,4.16,4.2,FALSE,"Acanthopterygii","True"
"827","Epinephelus itajara",206.4978,43.5744,35.8848,FALSE,"Acanthopterygii","True"
"828","Epinephelus itajara",113.7,21.438,22.19,FALSE,"Acanthopterygii","True"
"829","Epinephelus itajara",64.4,13.191,13.68,FALSE,"Acanthopterygii","True"
"830","Epinephelus lanceolatus",40.5,9.128,13,FALSE,"Acanthopterygii","True"
"831","Epinephelus maculatus",27.7,5.48,6.12,FALSE,"Acanthopterygii","True"
"832","Epinephelus maculatus",32.8,6.55,7.95,FALSE,"Acanthopterygii","True"
"833","Epinephelus maculatus",35.6,7.05,8.59,FALSE,"Acanthopterygii","True"
"834","Epinephelus malabaricus",37.3,8.09,7.8,FALSE,"Acanthopterygii","True"
"835","Epinephelus malabaricus",39.5,9.18,8.21,FALSE,"Acanthopterygii","True"
"836","Epinephelus malabaricus",40.7,8.86,8.31,FALSE,"Acanthopterygii","True"
"837","Epinephelus malabaricus",63.5,14.99,13.16,FALSE,"Acanthopterygii","True"
"838","Epinephelus malabaricus",71.4,15.3,15.58,FALSE,"Acanthopterygii","True"
"839","Epinephelus marginatus",40.49,9.4,9.64,FALSE,"Acanthopterygii","True"
"840","Epinephelus marginatus",46.5,10.01,11.46,FALSE,"Acanthopterygii","True"
"841","Epinephelus marginatus",56.8,11.97,14.21,FALSE,"Acanthopterygii","True"
"842","Epinephelus merra",11.4,2.72,2.5,FALSE,"Acanthopterygii","True"
"843","Epinephelus merra",22.1,4.69,4.69,FALSE,"Acanthopterygii","True"
"844","Epinephelus morio",31.4001,7.6304,6.4507,FALSE,"Acanthopterygii","True"
"845","Epinephelus morio",32.1468,7.611,6.7596,FALSE,"Acanthopterygii","True"
"846","Epinephelus morio",32.76,7.8,6.76,FALSE,"Acanthopterygii","True"
"847","Epinephelus morio",76.75,15.5,18.58,FALSE,"Acanthopterygii","True"
"848","Epinephelus morio",71.5,13.897,15.01,FALSE,"Acanthopterygii","True"
"849","Epinephelus ongus",11.4,2.72,2.52,FALSE,"Acanthopterygii","True"
"850","Epinephelus ongus",14,3.53,3.1,FALSE,"Acanthopterygii","True"
"851","Epinephelus ongus",27.2,6.13,6.33,FALSE,"Acanthopterygii","True"
"852","Epinephelus polyphekadion",31.3,6.66,6.58,FALSE,"Acanthopterygii","True"
"853","Epinephelus polyphekadion",49.3,10.88,11.31,FALSE,"Acanthopterygii","True"
"854","Epinephelus quoyanus",22.9,5.09,5.19,FALSE,"Acanthopterygii","True"
"855","Epinephelus quoyanus",24.2,6.16,5.84,FALSE,"Acanthopterygii","True"
"856","Epinephelus quoyanus",29.2,5.75,5.32,FALSE,"Acanthopterygii","True"
"857","Epinephelus quoyanus",32.5,7.45,7.33,FALSE,"Acanthopterygii","True"
"858","Epinephelus striatus",5.866146,1.495024,1.239776,FALSE,"Acanthopterygii","True"
"859","Epinephelus striatus",19.9068,4.9926,3.8001,FALSE,"Acanthopterygii","True"
"860","Epinephelus striatus",21.1008,5.1072,4.3008,FALSE,"Acanthopterygii","True"
"861","Epinephelus striatus",22,5.456,4.4528,FALSE,"Acanthopterygii","True"
"862","Epinephelus striatus",30.0045,7.0854,6.0009,FALSE,"Acanthopterygii","True"
"863","Epinephelus striatus",30.3952,6.9938,6.1468,FALSE,"Acanthopterygii","True"
"864","Epinephelus striatus",31.5256,7.5802,6.5009,FALSE,"Acanthopterygii","True"
"865","Epinephelus striatus",40.0843,9.4962,8.4626,FALSE,"Acanthopterygii","True"
"866","Epinephelus striatus",40.8028,9.5284,8.4992,FALSE,"Acanthopterygii","True"
"867","Epinephelus striatus",69.7,15.3,16.11,FALSE,"Acanthopterygii","True"
"868","Epinephelus summana",41.3,9,9.11,FALSE,"Acanthopterygii","True"
"869","Epinephelus summana",19.4,3.44,3.22,FALSE,"Acanthopterygii","True"
"870","Epinephelus tauvina",22.1,5.56,5.3,FALSE,"Acanthopterygii","True"
"871","Epinephelus tauvina",23.8,4.88,5.1,FALSE,"Acanthopterygii","True"
"872","Epinephelus tauvina",31,6.8,6.19,FALSE,"Acanthopterygii","True"
"873","Epinephelus tauvina",38.4,9.13,9.06,FALSE,"Acanthopterygii","True"
"874","Epinephelus tauvina",49.5,12.04,10.97,FALSE,"Acanthopterygii","True"
"875","Etheostoma caeruleum",5.386,0.841,0.737,FALSE,"Acanthopterygii","True"
"876","Etheostoma caeruleum",5.157,0.802,0.781,FALSE,"Acanthopterygii","True"
"877","Etheostoma caeruleum",5.336,0.785,0.84,FALSE,"Acanthopterygii","True"
"878","Etheostoma caeruleum",5.345,0.867,0.806,FALSE,"Acanthopterygii","True"
"879","Etheostoma caeruleum",3.463,0.567,0.45,FALSE,"Acanthopterygii","True"
"880","Etheostoma caeruleum",5.032,0.821,0.732,FALSE,"Acanthopterygii","True"
"881","Etheostoma caeruleum",4.491,0.698,0.651,FALSE,"Acanthopterygii","True"
"882","Etheostoma caeruleum",3.97,0.674,0.526,FALSE,"Acanthopterygii","True"
"883","Etheostoma caeruleum",3.811,0.635,0.516,FALSE,"Acanthopterygii","True"
"884","Etheostoma caeruleum",3.519,0.54,0.494,FALSE,"Acanthopterygii","True"
"885","Etheostoma caeruleum",3.731,0.59,0.543,FALSE,"Acanthopterygii","True"
"886","Etheostoma caeruleum",2.763,0.529,0.388,FALSE,"Acanthopterygii","True"
"887","Etheostoma caeruleum",3.193,0.598,0.426,FALSE,"Acanthopterygii","True"
"888","Etheostoma nigrum",4.665,0.71,0.588,FALSE,"Acanthopterygii","True"
"889","Etheostoma nigrum",4.84,0.696,0.671,FALSE,"Acanthopterygii","True"
"890","Etheostoma nigrum",4.561,0.734,0.567,FALSE,"Acanthopterygii","True"
"891","Etheostoma nigrum",4.663,0.663,0.555,FALSE,"Acanthopterygii","True"
"892","Etheostoma nigrum",4.064,0.649,0.502,FALSE,"Acanthopterygii","True"
"893","Etheostoma nigrum",4.276,0.699,0.516,FALSE,"Acanthopterygii","True"
"894","Etheostoma nigrum",4.899,0.718,0.565,FALSE,"Acanthopterygii","True"
"895","Etheostoma nigrum",4.291,0.667,0.521,FALSE,"Acanthopterygii","True"
"896","Etheostoma nigrum",4.313,0.715,0.547,FALSE,"Acanthopterygii","True"
"897","Hyporthodus drummondhayi",65.2,12.838,16.91,FALSE,"Acanthopterygii","True"
"898","Hyporthodus flavolimbatus",10.19935,2.7048,2.55185,FALSE,"Acanthopterygii","True"
"899","Hyporthodus flavolimbatus",12.4047,3.2472,2.9997,FALSE,"Acanthopterygii","True"
"900","Hyporthodus flavolimbatus",12.80225,3.3005,2.952,FALSE,"Acanthopterygii","True"
"901","Hyporthodus flavolimbatus",14.7023,3.90275,3.29695,FALSE,"Acanthopterygii","True"
"902","Hyporthodus flavolimbatus",16.902,4.4955,3.996,FALSE,"Acanthopterygii","True"
"903","Hyporthodus flavolimbatus",36.2502,8.9964,8.2908,FALSE,"Acanthopterygii","True"
"904","Hyporthodus flavolimbatus",41.6631,10.3056,9.5937,FALSE,"Acanthopterygii","True"
"905","Hyporthodus flavolimbatus",57.904,14.194,13.301,FALSE,"Acanthopterygii","True"
"906","Hyporthodus flavolimbatus",76.6238,17.8002,16.1414,FALSE,"Acanthopterygii","True"
"907","Hyporthodus mystacinus",43,9.293,11.11,FALSE,"Acanthopterygii","True"
"908","Hyporthodus nigritus",6.1446,1.5974,1.9278,FALSE,"Acanthopterygii","True"
"909","Hyporthodus nigritus",7.006,1.8532,2.4525,FALSE,"Acanthopterygii","True"
"910","Hyporthodus nigritus",8.4728,2.2508,2.6892,FALSE,"Acanthopterygii","True"
"911","Hyporthodus nigritus",8.903,2.3055,2.436,FALSE,"Acanthopterygii","True"
"912","Hyporthodus nigritus",17.0154,4.7128,3.8622,FALSE,"Acanthopterygii","True"
"913","Hyporthodus nigritus",19.1735,5.208,4.503,FALSE,"Acanthopterygii","True"
"914","Hyporthodus nigritus",22.644,6.1605,4.7272,FALSE,"Acanthopterygii","True"
"915","Hyporthodus nigritus",35.177,9.367,4.5415,FALSE,"Acanthopterygii","True"
"916","Hyporthodus nigritus",49.3656,12.1806,4.8498,FALSE,"Acanthopterygii","True"
"917","Hyporthodus nigritus",69.8625,16.5025,6.1776,FALSE,"Acanthopterygii","True"
"918","Hyporthodus nigritus",61,13.113,14.94,FALSE,"Acanthopterygii","True"
"919","Hyporthodus niveatus",98,19.38,24.1,FALSE,"Acanthopterygii","True"
"920","Hyporthodus octofasciatus",31.067,6.36,7.729,FALSE,"Acanthopterygii","True"
"921","Hyporthodus septemfasciatus",45.917,9.158,11.15,FALSE,"Acanthopterygii","True"
"922","Luzonichthys waitei",6.1,1.13,1.16,FALSE,"Acanthopterygii","True"
"923","Mycteroperca interstitialis",57,10.642,12.28,FALSE,"Acanthopterygii","True"
"924","Mycteroperca tigris",74,13.195,15.3,FALSE,"Acanthopterygii","True"
"925","Mycteroperca tigris",60.2,15.246,13.76,FALSE,"Acanthopterygii","True"
"926","Mycteroperca venenosa",89.5,15.94,18.68,FALSE,"Acanthopterygii","True"
"927","Niphon spinosus",48.329,9.996,10.615,FALSE,"Acanthopterygii","True"
"928","Paracirrhites forsteri",8,1.592,1.806,FALSE,"Acanthopterygii","True"
"929","Paracirrhites forsteri",9,1.933,2.268,FALSE,"Acanthopterygii","True"
"930","Paracirrhites forsteri",13,2.501,3.106,FALSE,"Acanthopterygii","True"
"931","Paracirrhites forsteri",14,2.656,3.424,FALSE,"Acanthopterygii","True"
"932","Paracirrhites forsteri",19,3.645,4.724,FALSE,"Acanthopterygii","True"
"933","Paracirrhites hemistictus",20.8,3.169,4.69,FALSE,"Acanthopterygii","True"
"934","Paracirrhites hemistictus",22.6,3.66,5.451,FALSE,"Acanthopterygii","True"
"935","Paranthias furcifer",19.5014,3.18935,3.30175,FALSE,"Acanthopterygii","True"
"936","Paranthias furcifer",21.2004,3.588,3.9,FALSE,"Acanthopterygii","True"
"937","Paranthias furcifer",22.7472,3.7632,3.8976,FALSE,"Acanthopterygii","True"
"938","Paranthias furcifer",27.8558,4.137,4.3537,FALSE,"Acanthopterygii","True"
"939","Paranthias furcifer",31.099,4.5854,4.4946,FALSE,"Acanthopterygii","True"
"940","Paranthias furcifer",30.5996,4.7443,4.6989,FALSE,"Acanthopterygii","True"
"941","Paranthias furcifer",35.8015,5.194,5.088,FALSE,"Acanthopterygii","True"
"942","Paranthias furcifer",30.91998,5.4054,5.4054,FALSE,"Acanthopterygii","True"
"943","Paranthias furcifer",36.245,5.7475,5.83,FALSE,"Acanthopterygii","True"
"944","Parapercis maculata",11.81,1.85,1.94,FALSE,"Acanthopterygii","True"
"945","Percina caprodes",11.5,1.641,1.637,FALSE,"Acanthopterygii","True"
"946","Percina caprodes",7.815,1.1,1.079,FALSE,"Acanthopterygii","True"
"947","Percina caprodes",11.133,1.581,1.535,FALSE,"Acanthopterygii","True"
"948","Percina caprodes",8.632,1.242,1.152,FALSE,"Acanthopterygii","True"
"949","Percina caprodes",8.953,1.236,1.098,FALSE,"Acanthopterygii","True"
"950","Plectropomus areolatus",38.3,7.068,7.024,FALSE,"Acanthopterygii","True"
"951","Plectropomus areolatus",42.7,8.416,8.48,FALSE,"Acanthopterygii","True"
"952","Plectropomus areolatus",43.981,8.645,8.44,FALSE,"Acanthopterygii","True"
"953","Plectropomus laevis",12.7,2.69,2.82,FALSE,"Acanthopterygii","True"
"954","Plectropomus laevis",21.8,4.265,4.043,FALSE,"Acanthopterygii","True"
